time,x,y,yaw,vel_x,yaw_vel
4.5299530029296875e-05,,,,,
0.020448684692382812,0.01374577263256044,-1.2736405002440355e-05,-0.004453331590758727,4.633988849766307e-06,-1.0866406518805815e-07
0.02176690101623535,0.01374577263256044,-1.2736405002440355e-05,-0.004453331590758727,4.633988849766307e-06,-1.0866406518805815e-07
0.0455012321472168,0.013745764030070851,-1.2736374062288603e-05,-0.0044533307463039545,7.529105132763881e-07,-1.2444643717304047e-07
0.05014920234680176,0.013745764030070851,-1.2736374062288603e-05,-0.0044533307463039545,7.529105132763881e-07,-1.2444643717304047e-07
0.08420896530151367,0.013745741801434765,-1.273628110926267e-05,-0.004453330065184316,3.2642824189654666e-06,-1.1714650686134724e-07
0.08542728424072266,0.013745741801434765,-1.273628110926267e-05,-0.004453330065184316,3.2642824189654666e-06,-1.1714650686134724e-07
0.11420106887817383,0.013745725306622575,-1.2736120537930599e-05,-0.004453329288249661,1.2296858915360173e-06,-1.3122800849762258e-07
0.11469531059265137,0.013745725306622575,-1.2736120537930599e-05,-0.004453329288249661,1.2296858915360173e-06,-1.3122800849762258e-07
0.17012953758239746,0.013745720970384847,-1.2736198527027303e-05,-0.004453328432628815,1.5039421136882237e-06,-1.1717719094414098e-07
0.17082858085632324,0.013745720970384847,-1.2736198527027303e-05,-0.004453328432628815,1.5039421136882237e-06,-1.1717719094414098e-07
0.21240711212158203,0.013745722384305027,-1.2736199684630579e-05,-0.004453327496121213,3.641410343796726e-06,-1.0113760003079546e-07
0.21304535865783691,0.013745722384305027,-1.2736199684630579e-05,-0.004453327496121213,3.641410343796726e-06,-1.0113760003079546e-07
0.25233006477355957,0.013745728706430519,-1.2736222233591741e-05,-0.004453326490079349,4.676507216601674e-06,-1.0400968705085556e-07
0.25282931327819824,0.013745728706430519,-1.2736222233591741e-05,-0.004453326490079349,4.676507216601674e-06,-1.0400968705085556e-07
0.27892041206359863,0.013745744003816437,-1.2736265645530048e-05,-0.00445332541744586,4.047362014905356e-06,-1.0846492764490742e-07
0.2794194221496582,0.013745744003816437,-1.2736265645530048e-05,-0.00445332541744586,4.047362014905356e-06,-1.0846492764490742e-07
0.3136627674102783,0.013745769531742792,-1.2736325605618713e-05,-0.004453324241449392,3.4090729329374835e-06,-1.1157599253444673e-07
0.31419825553894043,0.013745769531742792,-1.2736325605618713e-05,-0.004453324241449392,3.4090729329374835e-06,-1.1157599253444673e-07
0.35422563552856445,0.013745791746868373,-1.2736515985051601e-05,-0.004453323056637466,4.873786592764806e-06,-9.35089285011495e-08
0.3548903465270996,0.013745791746868373,-1.2736515985051601e-05,-0.004453323056637466,4.873786592764806e-06,-9.35089285011495e-08
0.38988327980041504,0.013745793696642677,-1.273648690480835e-05,-0.0044533220731642845,6.432877282587872e-07,-1.3478535704848694e-07
0.39054155349731445,0.013745793696642677,-1.273648690480835e-05,-0.0044533220731642845,6.432877282587872e-07,-1.3478535704848694e-07
0.4204118251800537,0.013745781531971177,-1.2736459233920046e-05,-0.00445332133866978,2.622884699854508e-06,-1.2292879693190012e-07
0.42091822624206543,0.013745781531971177,-1.2736459233920046e-05,-0.00445332133866978,2.622884699854508e-06,-1.2292879693190012e-07
0.458512544631958,0.013745777962157002,-1.2736467302548977e-05,-0.004453320466054055,1.4876993927303341e-06,-1.1849836542987786e-07
0.45890092849731445,0.013745777962157002,-1.2736467302548977e-05,-0.004453320466054055,1.4876993927303341e-06,-1.1849836542987786e-07
0.4926931858062744,0.013745752257005868,-1.2736308385039549e-05,-0.004453319774561271,2.6207759502845274e-06,-1.2236838030866887e-07
0.49335336685180664,0.013745752257005868,-1.2736308385039549e-05,-0.004453319774561271,2.6207759502845274e-06,-1.2236838030866887e-07
0.540027379989624,0.013745744384817012,-1.2736213029418963e-05,-0.004453318971375872,1.9376604752698825e-06,-1.2534943679036238e-07
0.5406489372253418,0.013745744384817012,-1.2736213029418963e-05,-0.004453318971375872,1.9376604752698825e-06,-1.2534943679036238e-07
0.5795505046844482,0.013745747283666992,-1.273630174745975e-05,-0.004453317981978064,1.3509021987741299e-06,-1.2554901197256624e-07
0.5803220272064209,0.013745747283666992,-1.273630174745975e-05,-0.004453317981978064,1.3509021987741299e-06,-1.2554901197256624e-07
0.6154088973999023,0.013745758782819101,-1.2736399251290836e-05,-0.004453316932564254,2.9562134101420948e-06,-1.0552092462228652e-07
0.6159672737121582,0.013745758782819101,-1.2736399251290836e-05,-0.004453316932564254,2.9562134101420948e-06,-1.0552092462228652e-07
0.6563270092010498,0.013745774788096483,-1.273646369174124e-05,-0.004453315881578251,4.885827915453789e-06,-9.33842587560926e-08
0.6568360328674316,0.013745774788096483,-1.273646369174124e-05,-0.004453315881578251,4.885827915453789e-06,-9.33842587560926e-08
0.699824333190918,0.013745797169772252,-1.2736546647703613e-05,-0.004453314734276092,4.715449142910271e-06,-1.0241119391722968e-07
0.7003829479217529,0.013745797169772252,-1.2736546647703613e-05,-0.004453314734276092,4.715449142910271e-06,-1.0241119391722968e-07
0.7523772716522217,0.01374581628043552,-1.2736663108946636e-05,-0.004453313534688735,2.2259817368139717e-06,-1.1093651840026966e-07
0.7537081241607666,0.01374581628043552,-1.2736663108946636e-05,-0.004453313534688735,2.2259817368139717e-06,-1.1093651840026966e-07
0.7972493171691895,0.01374580997380321,-1.2736564506813122e-05,-0.004453312687155947,1.971559728523995e-06,-1.2758043474214395e-07
0.797971248626709,0.01374580997380321,-1.2736564506813122e-05,-0.004453312687155947,1.971559728523995e-06,-1.2758043474214395e-07
0.8313853740692139,0.013745803161667045,-1.2736619797129023e-05,-0.004453311895971763,3.925178996331012e-06,-1.1357505259980961e-07
0.8319110870361328,0.013745803161667045,-1.2736619797129023e-05,-0.004453311895971763,3.925178996331012e-06,-1.1357505259980961e-07
0.8856513500213623,0.013745789168245391,-1.2736477584189253e-05,-0.004453311092224283,5.06329355953434e-07,-1.3515746005180795e-07
0.8863422870635986,0.013745789168245391,-1.2736477584189253e-05,-0.004453311092224283,5.06329355953434e-07,-1.3515746005180795e-07
0.906834602355957,0.013745771593973662,-1.2736474231960547e-05,-0.004453310354867322,3.917961221179695e-06,-1.1308298863263445e-07
